Mi,nCIR,nHM,SpMax_L,mS_linear,nX,mS_branched,nCb-,TI2_L,nCrt,Psi_i_A,nArCOOR,SdssC,F03[C-O],esther,nHDon,nHM_heavy,C-026,nN,SpPosA_B(p),SpMax_B(m),F01[N-N],NssssC,nO,Psi_i_1d,SdO,LOC,B01[C-Br],B04[C-Br],nCRX3,mS_ring,F03[C-N],HyWi_B(m),Me,nN-N,N-073,F02[C-N],nHM_functional,C%,B03[C-Cl],J_Dz(e),nArNO2,nCp,F04[C-N]
-0.2135183332201787,1.0350182283282336,-0.48544488901627597,0.6724516612285294,-0.4881137506330333,-0.31175841625708184,-0.4645594536727297,0.657604559986319,0.05495839622208648,3.0047189417572464,-1.1046493094311827,-0.14705530217450655,0.2604649769077577,0.11356397133724558,-0.158113883008419,0.06118529604494868,-0.4537426064865151,0.12596993848335136,-0.6274478911299515,-0.003543486572639148,-0.14803512267409372,-0.14898646584984904,-0.26089696604360174,-0.4344195449015031,-0.021436982119300608,-0.727805418428602,-1.1297739876254056,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,1.1914999501248589,-0.48572491543966595,0.5415103861769315,-0.8190550647490493,-0.08259105521236185,-0.14504851796323842,-0.578293463630148,-0.4004714203168136,0.33111282789012464,-0.43405736614121565,-1.4484809180769975,-0.2315529124607063,-0.6965981990415469,-0.45457877220372306
-0.7485829509332262,1.0350182283282336,-0.48544488901627597,0.40318210450006586,-0.4881137506330333,-0.31175841625708184,-0.4645594536727297,0.657604559986319,-0.7399365284983541,-0.18590347409433322,-0.264050435808739,-0.14705530217450655,0.2604649769077577,-0.34820027575304235,-0.158113883008419,0.06118529604494868,-0.4537426064865151,0.12596993848335136,0.3412896478949527,0.5879656648743375,-0.028228148536743852,-0.14898646584984904,-0.26089696604360174,-0.4344195449015031,0.004723402839845893,-0.727805418428602,-0.9054445911593255,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,1.1914999501248589,0.637989779213856,-0.17315678189934441,-0.1665460102514064,-0.08259105521236185,-0.14504851796323842,0.8570672185191208,-0.4004714203168136,1.4302549067985095,-0.43405736614121565,-0.02816753978306332,-0.2315529124607063,-0.6965981990415469,0.083911009315294
0.38842936170699977,-0.7427400009337597,-0.48544488901627597,-1.5388784656031689,2.0487027843470975,-0.31175841625708184,-0.4645594536727297,-0.7450317558226504,1.3732315203703043,-0.18590347409433322,-1.0547436249118538,-0.14705530217450655,0.2604649769077577,-0.5790823992981863,-0.158113883008419,0.06118529604494868,-0.4537426064865151,-0.5891517122913665,-0.6274478911299515,-0.6054299915537744,-0.8884047831634968,-0.14898646584984904,-0.26089696604360174,-0.4344195449015031,-0.034517174598873865,-0.727805418428602,1.7791126918248636,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,-0.8392782558616211,-0.48572491543966595,-0.17831063166912545,-0.9278065738319902,-0.08259105521236185,-0.14504851796323842,-0.578293463630148,-0.4004714203168136,-0.6581150431274218,-0.43405736614121565,-0.33679805309427846,-0.2315529124607063,0.3016337832743009,-0.45457877220372306
0.9903770566341782,-0.7427400009337597,-0.48544488901627597,-1.1331298184780871,-0.4881137506330333,-0.31175841625708184,2.152577010529366,-0.7450317558226504,-0.5264713589500817,-0.18590347409433322,-0.5712823061308568,-0.14705530217450655,0.2604649769077577,-0.8099645228433303,-0.158113883008419,0.8821807229753507,-0.4537426064865151,-0.5891517122913665,0.3412896478949527,-1.093165607659176,-0.8818528392653608,-0.14898646584984904,-0.26089696604360174,-1.012080128932691,2.084474007091993,-0.727805418428602,-0.4839025384593289,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,-0.8392782558616211,0.2634182143293487,-1.8807990056200614,-0.9060562720154044,-0.08259105521236185,-0.14504851796323842,-0.09983990291372506,-0.4004714203168136,-1.3176002904724526,-0.43405736614121565,-0.5630249266787792,-0.2315529124607063,0.8007497744322248,-0.45457877220372306
-0.949232182575619,-0.15015392451309525,0.9194897309602404,-0.0025665426250159815,-0.4881137506330333,0.5548243001185355,-0.4645594536727297,0.19005912138332917,-0.6105775499498292,-0.18590347409433322,-0.3014796991982356,-0.14705530217450655,0.2604649769077577,-0.8099645228433303,-0.158113883008419,-0.7598101308854533,2.2038926600773587,0.12596993848335136,-0.6274478911299515,1.1172106951163692,0.0017235949975936125,-0.14898646584984904,-0.26089696604360174,-1.012080128932691,-0.18493938811396626,-0.727805418428602,-0.21766545254354144,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,-0.8392782558616211,-0.48572491543966595,-0.04946438742460498,0.007456404281299038,-0.08259105521236185,-0.14504851796323842,-0.578293463630148,-0.4004714203168136,1.0675380207587428,2.3038429433649137,0.047988041423600136,-0.2315529124607063,-0.19748220788362297,-0.45457877220372306
-0.04631064018485507,-0.15015392451309525,-0.48544488901627597,-1.4466628639838324,-0.4881137506330333,-0.31175841625708184,-0.4645594536727297,-0.7450317558226504,-0.9264328650630119,-0.18590347409433322,-1.3510586267453688,-0.14705530217450655,0.2604649769077577,-0.8099645228433303,-0.158113883008419,-0.7598101308854533,-0.4537426064865151,-0.5891517122913665,-0.6274478911299515,-0.12807172898252922,-0.7021423780593364,-0.14898646584984904,-0.26089696604360174,-1.012080128932691,0.7110537967368014,-0.727805418428602,-1.68073684597891,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,1.1914999501248589,-0.48572491543966595,-1.459901274421293,-1.036558082914931,-0.08259105521236185,-0.14504851796323842,-0.578293463630148,-0.4004714203168136,0.05632730816302841,-0.43405736614121565,-0.9778724348308667,-0.2315529124607063,-0.6965981990415469,-0.45457877220372306
0.9903770566341782,-0.7427400009337597,-0.48544488901627597,-0.5964350170535456,-0.4881137506330333,-0.31175841625708184,-0.4645594536727297,-0.7450317558226504,0.5047436785250847,-0.18590347409433322,-1.0921728883013502,-0.14705530217450655,0.2604649769077577,-0.8099645228433303,-0.158113883008419,-0.7598101308854533,-0.4537426064865151,-0.5891517122913665,2.278764725944761,-0.5846752844854595,-0.6637667066559663,-0.14898646584984904,-0.26089696604360174,-1.012080128932691,-0.06721765579780699,-0.727805418428602,0.9286331118160985,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,1.1914999501248589,-0.48572491543966595,-0.3879005223068793,-0.7973047629324636,-0.08259105521236185,-0.14504851796323842,1.3355207792355437,-0.4004714203168136,-1.2406603449488658,-0.43405736614121565,0.6388421792065679,-0.2315529124607063,-0.6965981990415469,3.853339479948413
-0.4476091034696407,-0.15015392451309525,-0.48544488901627597,-0.5263511598228509,-0.4881137506330333,-0.31175841625708184,-0.4645594536727297,-0.7450317558226504,-0.5543543896619545,-0.18590347409433322,0.17574340901784646,-0.14705530217450655,0.2604649769077577,-0.8099645228433303,-0.158113883008419,-0.7598101308854533,-0.4537426064865151,-0.5891517122913665,1.3100271869198568,0.7955127355574876,-0.25473820901517075,-0.14898646584984904,-0.26089696604360174,-1.012080128932691,0.2859475411506708,-0.727805418428602,-0.2940853568341842,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,1.1914999501248589,1.0125613440983632,-0.7022853582635108,-0.10129510480163943,-0.08259105521236185,-0.14504851796323842,0.8570672185191208,-0.4004714203168136,1.4302549067985095,-0.43405736614121565,0.10646043813955211,-0.2315529124607063,-0.6965981990415469,0.083911009315294
-1.3505306458604047,-0.15015392451309525,1.6219570409484987,0.27776888629776675,-0.4881137506330333,0.9881156583063441,-0.4645594536727297,1.1251499985893085,-0.7527352966939679,-0.18590347409433322,0.3597706206828704,-0.14705530217450655,0.2604649769077577,-0.34820027575304235,-0.158113883008419,0.06118529604494868,2.2038926600773587,2.271334890807505,-0.6274478911299515,1.459663361743568,2.7657079280256704,-0.14898646584984904,-0.26089696604360174,-0.4344195449015031,0.07012436523771214,-0.727805418428602,-0.6194862396201465,5.233031185136908,6.32455532033676,-0.13621834047872816,1.1914999501248589,-0.48572491543966595,1.0328440642293715,1.1819727023770559,-0.08259105521236185,-0.14504851796323842,-0.578293463630148,-0.4004714203168136,1.0125809168133235,2.3038429433649137,0.5057467439398138,-0.2315529124607063,-0.6965981990415469,-0.45457877220372306
-1.4842968002886665,2.812776457590227,-0.48544488901627597,0.9693858984427934,-0.4881137506330333,-0.31175841625708184,-0.4645594536727297,1.1251499985893085,-0.6544590409062192,-0.18590347409433322,-0.05195127660159157,-0.14705530217450655,0.08242004280389988,1.0370924655178215,-0.158113883008419,-0.7598101308854533,-0.4537426064865151,-0.5891517122913665,-0.6274478911299515,0.7643806749550139,0.015763474779313988,-0.14898646584984904,-0.26089696604360174,0.14324103912968486,-0.021436982119300608,1.391604627692287,-0.9103749075651735,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,1.1914999501248589,-0.48572491543966595,0.47622828909304127,-0.07954480298505368,-0.08259105521236185,-0.14504851796323842,-0.578293463630148,-0.4004714203168136,2.3425428322924686,-0.43405736614121565,-0.8406509231829467,-0.2315529124607063,-0.6965981990415469,-0.45457877220372306
0.6559616705635235,-0.15015392451309525,-0.48544488901627597,-1.4466628639838324,-0.4881137506330333,-0.31175841625708184,-0.4645594536727297,-0.7450317558226504,-0.9264328650630119,-0.18590347409433322,-1.3510586267453688,-0.14705530217450655,0.2604649769077577,-0.8099645228433303,-0.158113883008419,0.06118529604494868,-0.4537426064865151,-0.5891517122913665,0.3412896478949527,-1.0412788399883897,-0.8350532399929587,-0.14898646584984904,-0.26089696604360174,-1.012080128932691,0.7110537967368014,-0.727805418428602,-1.68073684597891,-0.1910938354123028,-0.158113883008419,-0.13621834047872816,1.1914999501248589,-0.11115335055515864,-1.5165936218888827,-0.8625556683822281,-0.08259105521236185,-0.14504851796323842,0.37861365780269784,-0.4004714203168136,-0.8339777757527636,-0.43405736614121565,-1.1439764811469488,-0.2315529124607063,-0.6965981990415469,-0.45457877220372306
